流水號,大類別,From,網址,created_time,post_type,postID,post_message,status_type,link,轉貼標題(name),留言數,按讚數,分享數,update_time
57,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146596455360154,3:00:00 PM,photo,515316421821497_1146596455360154,【克漏字挑戰】這個空格填什麼？《今日克漏字》He is a ______. 他是個很有魅力的人。《克漏字挑戰練功重點提示》1.先想想這個空格該填什麼。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/RSR9B1 #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146596455360154/?type=3,Timeline Photos,44,110,12,3/26/2016 16:17
12,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1154298327923300,3:00:00 PM,photo,515316421821497_1154298327923300,【克漏字挑戰】這個空格填什麼？《今日克漏字》I don't want to look _____.我不想看起來很小氣。《克漏字挑戰練功重點提示》1.先想想這個空格該填什麼。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/pXGrKE#克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1154298327923300/?type=3,Timeline Photos,42,109,16,4/8/2016 9:28
157,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1135902973096169,1:20:00 PM,photo,515316421821497_1135902973096169,最近流感 (influenza) 肆虐趁這個機會來了解一下身體平常是怎麼保持健康的吧！你也許會覺得鼻涕很噁心，但其實黏液 (mucus) 是很重要的黏液是身體外來物的第一道防線 (first line of defense)能夠阻擋細菌 (bacteria) 、灰塵 (dust) 等物質黏液除了這些還有什麼功用呢？快來看看吧！https://goo.gl/Cxu1lE,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1135902973096169/?type=3,Timeline Photos,0,108,21,3/6/2016 13:20
174,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134314683254998,3:00:00 PM,photo,515316421821497_1134314683254998,【造句練功房】 這句英文怎麼說？《今日練習句》你可以載我去機場嗎？《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/IEJpOz● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1134314683254998/?type=3,Timeline Photos,58,107,13,3/4/2016 20:20
34,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148424628510670,3:00:00 PM,photo,515316421821497_1148424628510670,【克漏字挑戰】這個空格填什麼？《今日克漏字》I won't _______ him. 我不會甩了他。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/l4F8gI #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1148424628510670/?type=3,Timeline Photos,40,106,8,3/28/2016 12:03
167,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1135087229844410,3:53:02 PM,photo,515316421821497_1135087229844410,【克漏字挑戰】這個空格填什麼？《今日克漏字》How do you ______ happiness?快樂如何定義？《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/chqTGi #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1135087229844410/?type=3,Timeline Photos,60,105,8,3/9/2016 12:21
108,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138803829472750,3:00:01 PM,photo,515316421821497_1138803829472750,【克漏字挑戰】這個空格填什麼？《今日克漏字》I want to ＿＿＿＿＿ my pictures.我想要上傳我的照片。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/bPYtR5 #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1138803829472750/?type=3,Timeline Photos,88,104,10,3/16/2016 20:50
76,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1144308432255623,3:00:00 PM,photo,515316421821497_1144308432255623,【造句練功房】 這句英文怎麼說？《今日練習句》它值得你關注。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/U5B28C● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1144308432255623/?type=3,Timeline Photos,42,102,11,3/21/2016 17:06
125,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1139301476089652,5:00:00 PM,link,515316421821497_1139301476089652,(Spiderman vs. Antman)Antman: Catch me if you can!#挑戰不按翻譯年糕更多影片：https://goo.gl/qRLhSi,shared_story,http://gph.is/1pbWYcK,gph.is,3,102,10,3/14/2016 16:06
127,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134996143186852,1:00:00 PM,link,515316421821497_1134996143186852,Thank God it's Friday! 星期五總是會跟好友聚聚，喝瓶啤酒紓解壓力(relieve stress)。不過小心卡路里超標(calorie overload)，喝出啤酒肚(beer belly)！想知道為何喝啤酒會有啤酒肚嗎？快點進影片找答案>>https://goo.gl/dKbp0x,shared_story,https://goo.gl/dKbp0x,"【生活英文】啤酒肚真的是啤酒造成的嗎？那為什麼沒有紅酒肚？(Is a ""Beer Belly"" Actually Caused by Beer?)",0,102,38,3/11/2016 13:00
138,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137053966314403,3:00:00 PM,photo,515316421821497_1137053966314403,【造句練功房】 這句英文怎麼說？《今日練習句》改變由你開始。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/pZ0QTP● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1137053966314403/?type=3,Timeline Photos,33,101,9,3/11/2016 23:25
151,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134299759923157,3:00:00 PM,photo,515316421821497_1134299759923157,【造句練功房】 這句英文怎麼說？《今日練習句》你幫助我成為更好的人。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/69LxvY● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1134299759923157/?type=3,Timeline Photos,50,101,15,3/9/2016 13:38
45,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146615918691541,3:00:00 PM,photo,515316421821497_1146615918691541,【克漏字挑戰】這個空格填什麼？《今日克漏字》   Now it is time to _________ the truth.   現在終於要揭露真相了。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/JYcikR #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146615918691541/?type=3,Timeline Photos,68,100,9,3/26/2016 15:15
75,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145055152180951,5:00:00 PM,link,515316421821497_1145055152180951,#挑戰不按翻譯年糕When you see your crush dating someone else...更多有趣影片：https://goo.gl/fl1V7a,shared_story,http://gph.is/1pufs8d,gph.is,1,99,5,3/23/2016 10:56
155,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1134985203187946,5:00:00 PM,link,515316421821497_1134985203187946,#挑戰不按翻譯年糕My dogs sometimes overreact when I cook.更多影片：https://goo.gl/7YsRmD,shared_story,http://gph.is/21IrsET,gph.is,1,97,7,3/6/2016 18:47
139,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137682352918231,1:00:00 PM,link,515316421821497_1137682352918231,「阿！快忍不住啦！」你是不是常常有想尿尿但不得不忍住的經驗(experience)?為了看電影的結局、懶得從沙發上起身，都是藉口(excuse)之一？那你可要小心了！憋尿(hold pee)對身體到底有多糟？下次耍懶的時候，想想看膀胱(bladder)爆裂的狀況，保證你馬上衝到廁所！https://goo.gl/On8Xro,shared_story,https://goo.gl/On8Xro,【健康常識】天啊！憋尿憋太久真的會導致膀胱破裂嗎？,0,96,35,3/9/2016 13:00
114,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138802996139500,3:00:00 PM,photo,515316421821497_1138802996139500,【造句練功房】 這句英文怎麼說？《今日練習句》有什麼能夠為你做的嗎？《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/8eeKn1 ● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1138802996139500/?type=3,Timeline Photos,68,94,10,3/17/2016 22:51
29,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148425488510584,3:00:00 PM,photo,515316421821497_1148425488510584,【造句練功房】 這句英文怎麼說？《今日練習句》我聽到一個謠言。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/T3CVOm● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1148425488510584/?type=3,Timeline Photos,41,93,11,3/30/2016 14:47
119,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1139462089406924,5:00:00 PM,link,515316421821497_1139462089406924,#挑戰不按翻譯年糕When you had a bad day......看更多有趣影片：https://goo.gl/fA8wFr,shared_story,http://gph.is/1pcvm74,gph.is,5,93,8,3/12/2016 22:30
145,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137562972930169,1:00:00 PM,link,515316421821497_1137562972930169,不管發生大小事都想要與她分享、分手之後一起抱著痛哭順便怒罵那些錯的人當你連自己都不相信自己的時候，她卻給你滿滿的信心！你身邊也有這種知心的好閨密嗎？趕快tag她/他，也順便分享屬於你們閨密之間的有趣默契吧^_^https://goo.gl/qAAuxx,shared_story,https://goo.gl/qAAuxx,9個專屬於閨蜜之間的小默契，妳們也有嗎？ (9 Best Friend Vows),1,92,27,3/9/2016 7:16
143,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137612172925249,5:00:00 PM,link,515316421821497_1137612172925249,#挑戰不按翻譯年糕When I first met my crush， I knew I could never attract her attention… #tragedy😥更多有趣影片：http://goo.gl/IZOFLi,shared_story,http://gph.is/21Y5YAs,gph.is,1,91,8,3/10/2016 13:03
82,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142242619128871,3:00:01 PM,photo,515316421821497_1142242619128871,【克漏字挑戰】這個空格填什麼？《今日克漏字》  Dreams are an amazing ___________.  作夢是一個驚奇的現象。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/gsJfPC#克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1142242619128871/?type=3,Timeline Photos,24,90,6,3/21/2016 18:02
120,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1139979966021803,3:00:00 PM,photo,515316421821497_1139979966021803,【克漏字挑戰】這個空格填什麼？《今日克漏字》How do we get rid of ＿＿＿＿＿?要怎麼擺脫痘痘？《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/DEMToc #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1139979966021803/?type=3,Timeline Photos,45,89,9,3/14/2016 23:43
126,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137654779587655,3:00:00 PM,photo,515316421821497_1137654779587655,【造句練功房】 這句英文怎麼說？《今日練習句》你付房租了嗎？《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/6QC66H● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1137654779587655/?type=3,Timeline Photos,43,86,17,3/14/2016 21:04
51,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146516682034798,3:00:00 PM,photo,515316421821497_1146516682034798,【造句練功房】 這句英文怎麼說？《今日練習句》你現在可以親吻新娘了。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案： https://goo.gl/LLZGlW● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146516682034798/?type=3,Timeline Photos,34,85,9,3/27/2016 19:09
28,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1151421154877684,5:00:01 PM,link,515316421821497_1151421154877684,#挑戰不按翻譯年糕When you missed an extremely easy question in an exam...看更多有趣影片：https://goo.gl/ay2Oom,shared_story,http://gph.is/1LP4fdd,gph.is,3,83,6,3/30/2016 10:56
23,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1149223601764106,3:00:00 PM,photo,515316421821497_1149223601764106,【克漏字挑戰】這個空格填什麼？《今日克漏字》I was a  _______. 我以前是一個書呆子。《克漏字挑戰練功重點提示》_x000B_1.先想想這個空格該填什麼。_x000B_2.在貼文下方練習看看！_x000B_3.答案就在影片中！點點影片找答案：https://goo.gl/rwPXpX #克漏字挑戰 #今日克漏字 #cloze #learning #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1149223601764106/?type=3,Timeline Photos,47,78,9,3/29/2016 14:45
99,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142306645789135,8:00:00 PM,link,515316421821497_1142306645789135,VoiceTube 翻譯社群二月份的排名出來囉！小編已各別通知以下譯者並寄發圖書禮券，請大家別忘了去收信噢！第一名：Silvia W.第二名：Dennis wang第三名：鄭小鬼翻譯字數達一千字以上：Wendy Liaw、陳美瑩、Yvonne ，Lin、劉宜佳、Steven Guan、Neige.S、Bonjour、ChiChi、劉采翎、歆茹、Yu-Chun Chang、Elaine Chen、Sony Yang、Alice Su、YSI、Belinda Cheng、Jessica Lin、metonymy、Casper Hsu、LAI， YA-HSUAN(Trista)、Camellia、張景惠、Clement、Alvin He、Sh， Gang (Aaron)、gotony5614.me97、beingliu感謝各位譯者為翻譯社群的付出有大家的努力才能讓這個平台運作得更順利！VoiceTube 翻譯社群歡迎所有英語高手加入！了解更多 >> https://goo.gl/SiUxxT,shared_story,https://goo.gl/SiUxxT,tw.voicetube.com,2,78,,3/15/2016 20:24
56,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1147311141955352,5:00:00 PM,link,515316421821497_1147311141955352,#挑戰不按翻譯年糕 When superman realizes he’s going to fight batman…Find out who wins in the end ---> http://goo.gl/fzU7na,shared_story,http://gph.is/1LCFm4n,gph.is,1,77,7,3/22/2016 19:00
102,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1141414942544972,3:00:00 PM,photo,515316421821497_1141414942544972,【造句練功房】 這句英文怎麼說？《今日練習句》這對你很健康。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案： https://goo.gl/W5HFbO● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1141414942544972/?type=3,Timeline Photos,59,75,7,3/16/2016 20:47
113,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1139465249406608,5:00:00 PM,link,515316421821497_1139465249406608,#挑戰不按翻譯年糕Trying to learn English...更多有趣影片在這：https://goo.gl/MRmu1j,shared_story,http://gph.is/228a9d9,gph.is,5,74,,3/16/2016 11:10
69,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1145080148845118,5:00:00 PM,link,515316421821497_1145080148845118,#挑戰不按翻譯年糕Let's lose some weight! Just kidding...更多有趣影片：https://goo.gl/jCuKpK,shared_story,http://gph.is/1T0av3c,gph.is,2,69,1,3/23/2016 10:58
149,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1137061086313691,5:00:00 PM,link,515316421821497_1137061086313691,#挑戰不按翻譯年糕Sometimes kids are just too annoying like:更多影片：https://goo.gl/HmzySa,shared_story,http://gph.is/21Ra1C3,gph.is,2,68,9,3/7/2016 17:57
17,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1153183788034754,3:00:00 PM,photo,515316421821497_1153183788034754,【造句練功房】 這句英文怎麼說？《今日練習句》為什麼青春期這麼難熬？《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案： https://goo.gl/cJF8Vz● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1153183788034754/?type=3,Timeline Photos,25,66,10,4/2/2016 18:11
50,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1148244575195342,5:00:00 PM,link,515316421821497_1148244575195342,#挑戰不按翻譯年糕Bro! You gotta hold on!哪裡找搞笑影片？Here: https://goo.gl/NaZX1V,shared_story,http://gph.is/1U77VcH,gph.is,1,65,3,3/23/2016 18:37
39,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1146639642022502,3:00:01 PM,photo,515316421821497_1146639642022502,【造句練功房】 這句英文怎麼說？《今日練習句》 有許多方法可以燃燒卡路里。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案：https://goo.gl/PT4lIy● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1146639642022502/?type=3,Timeline Photos,23,64,7,3/28/2016 15:17
88,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142807679072365,3:00:01 PM,photo,515316421821497_1142807679072365,【造句練功房】 這句英文怎麼說？《今日練習句》網路讓我們更靠近。《造句練功房練功重點提示》1.先想像自己會怎麼說這句話。2.在貼文下方練習看看！3.答案就在影片中！點點影片找答案： https://goo.gl/TvPx93● 為什麼我應該加入造句練功房？>>>http://goo.gl/XtdWdV#造句練功房 #今日練習句 #sentences #practice #everyday,added_photos,https://www.facebook.com/voicetubetw/photos/a.517136481639491.125051.515316421821497/1142807679072365/?type=3,Timeline Photos,38,62,6,3/21/2016 20:14
131,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1138225626197237,5:00:00 PM,link,515316421821497_1138225626197237,#挑戰不按翻譯年糕Keep your hands off my boy!看更多有趣影片：https://goo.gl/2mEXDy,shared_story,http://gph.is/1XbYVRw,gph.is,1,60,4,3/11/2016 7:30
11,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1155059957847137,5:00:00 PM,link,515316421821497_1155059957847137,#挑戰不按翻譯年糕When I don't answer my girlfriend's messages...更多好笑精選：https://goo.gl/8tqrSn,shared_story,http://gph.is/1LYQXe0,gph.is,0,56,3,3/30/2016 17:00
107,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1141394152547051,5:00:00 PM,link,515316421821497_1141394152547051,#挑戰不按翻譯年糕Now watch me nae nae， ooh watch me， watch me更多有趣影片在這裡---> http://goo.gl/Xg1LiN,shared_story,http://gph.is/1pibJux,gph.is,0,48,2,3/14/2016 17:00
94,post,VoiceTube 看影片學英語(515316421821497),http://www.facebook.com/515316421821497_1142839129069220,5:00:00 PM,link,515316421821497_1142839129069220,#挑戰不按翻譯年糕When you wanna be those glamorous stars on TV but lack money...更多影片：https://goo.gl/mGQXpz,shared_story,http://gph.is/1TBNdxA,gph.is,2,46,1,3/16/2016 18:43
